"TYPE","MONTH","DAY","HOUR","longitude","latitude","WEEKDAY"
"Theft from Vehicle",11,29,10,-123.09956076124,49.2831923031293,"Wednesday"
"Theft from Vehicle",6,18,22,-123.091347481695,49.2828450377386,"Sunday"
"Break and Enter Commercial",4,5,8,-123.156044765441,49.2638323532722,"Wednesday"
"Mischief",3,28,8,-123.184407066867,49.268552449562,"Tuesday"
"Mischief",7,11,0,-123.184169145368,49.2686321667272,"Tuesday"
"Theft from Vehicle",10,12,18,-123.137536314031,49.2901395329359,"Thursday"
"Theft from Vehicle",4,7,15,-123.137070682177,49.2903418477636,"Friday"
"Theft from Vehicle",7,22,0,-123.137070682177,49.2903418477636,"Saturday"
"Theft from Vehicle",9,9,20,-123.137070682177,49.2903418477636,"Saturday"
"Theft of Bicycle",10,29,10,-123.07915963038,49.2811155320999,"Sunday"
"Theft from Vehicle",8,20,14,-123.106145967893,49.2519353185345,"Sunday"
"Theft from Vehicle",3,31,21,-123.10613312726,49.2547270874477,"Friday"
"Theft from Vehicle",4,20,22,-123.106261995352,49.2546475412028,"Thursday"
"Theft from Vehicle",4,8,21,-123.116943133826,49.2871264290363,"Saturday"
"Theft of Bicycle",11,7,16,-123.081318201703,49.2800525121784,"Tuesday"
"Theft from Vehicle",12,16,17,-123.106159593218,49.2566231652165,"Saturday"
"Theft from Vehicle",1,27,13,-123.106173419623,49.2576232406399,"Friday"
"Theft from Vehicle",8,13,21,-123.130314612536,49.2776774411924,"Sunday"
"Theft from Vehicle",8,21,23,-123.105912052647,49.2621302615466,"Monday"
"Break and Enter Residential/Other",3,1,20,-123.09653663951,49.2812545196377,"Wednesday"
"Break and Enter Residential/Other",11,6,6,-123.097010602859,49.2812632977787,"Monday"
"Theft of Bicycle",1,27,17,-123.099699332366,49.2803812807086,"Friday"
"Mischief",5,20,13,-123.075901686714,49.2513630332131,"Saturday"
"Theft from Vehicle",11,18,23,-123.120839971638,49.2820199073205,"Saturday"
"Break and Enter Commercial",1,7,12,-123.115997668384,49.2327352229947,"Saturday"
"Vehicle Collision or Pedestrian Struck (with Injury)",2,1,23,-123.107110575598,49.2566814760282,"Wednesday"
"Break and Enter Commercial",4,21,16,-123.104435101478,49.2815372957228,"Friday"
"Theft of Bicycle",8,13,15,-123.059778253814,49.2802345026291,"Sunday"
"Theft from Vehicle",6,10,21,-123.118421803424,49.2848902526931,"Saturday"
"Theft of Bicycle",1,2,16,-123.141026835858,49.2636143663098,"Monday"
"Mischief",6,8,17,-123.045245059033,49.2676373196698,"Thursday"
"Break and Enter Residential/Other",2,14,13,-123.096857871362,49.2635822070362,"Tuesday"
"Theft of Bicycle",7,4,21,-123.097188642466,49.2794355975677,"Tuesday"
"Theft of Bicycle",5,25,21,-123.124606029133,49.2782013211332,"Thursday"
"Theft from Vehicle",10,11,23,-123.049249102116,49.2867397418546,"Wednesday"
"Theft of Bicycle",7,21,23,-123.124606029133,49.2782013211332,"Friday"
"Theft from Vehicle",10,28,11,-123.12078130917,49.2820399379474,"Saturday"
"Theft of Bicycle",9,8,10,-123.124606029133,49.2782013211332,"Friday"
"Theft from Vehicle",7,10,5,-123.085239335444,49.2587499613147,"Monday"
"Mischief",10,7,2,-123.185633416747,49.2722345599325,"Saturday"
"Theft from Vehicle",6,16,19,-123.061696060564,49.2843628197111,"Friday"
"Theft from Vehicle",7,15,20,-123.089185979342,49.2597351062792,"Saturday"
"Vehicle Collision or Pedestrian Struck (with Injury)",6,30,9,-123.178551521729,49.254641194279,"Friday"
"Theft from Vehicle",10,21,18,-123.084287594846,49.2587387858716,"Saturday"
"Theft from Vehicle",10,9,20,-123.120128831416,49.2542760353492,"Monday"
"Theft from Vehicle",7,19,22,-123.120128831416,49.2542760353492,"Wednesday"
"Theft of Bicycle",8,20,21,-123.09740564119,49.2812706113531,"Sunday"
"Break and Enter Residential/Other",3,11,8,-123.097855260531,49.2645957558739,"Saturday"
"Theft from Vehicle",2,11,6,-123.043998531553,49.2867308862326,"Saturday"
"Theft of Bicycle",12,3,6,-123.096299589151,49.2812501298955,"Sunday"
"Mischief",2,5,13,-123.187947188035,49.2538161818513,"Sunday"
"Theft from Vehicle",10,14,9,-123.051894264803,49.2867502779413,"Saturday"
"Mischief",10,8,17,-123.185961771313,49.2661103682906,"Sunday"
"Vehicle Collision or Pedestrian Struck (with Injury)",9,8,11,-123.145488649931,49.2455304166607,"Friday"
"Theft from Vehicle",6,24,20,-123.069675493824,49.2695864830133,"Saturday"
"Theft from Vehicle",3,27,0,-123.05659326049,49.2867384473146,"Monday"
"Theft of Bicycle",7,13,11,-123.138541550263,49.2626387843623,"Thursday"
"Theft from Vehicle",7,22,12,-123.057812077538,49.2872616325894,"Saturday"
"Theft from Vehicle",7,13,12,-123.057812077538,49.2872616325894,"Thursday"
"Mischief",6,12,2,-123.046608857341,49.262034745538,"Monday"
"Mischief",9,26,0,-123.134101669015,49.277990188429,"Tuesday"
"Theft from Vehicle",4,18,16,-123.073991050236,49.2832218494755,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",10,14,9,-123.104663372771,49.2692050469193,"Saturday"
"Vehicle Collision or Pedestrian Struck (with Injury)",5,26,9,-123.104649797852,49.2692860159888,"Friday"
"Theft from Vehicle",7,29,17,-123.084504155324,49.2563042527369,"Saturday"
"Theft from Vehicle",11,11,14,-123.099500064743,49.2831631210906,"Saturday"
"Theft from Vehicle",9,15,18,-123.073675805517,49.2604512622611,"Friday"
"Vehicle Collision or Pedestrian Struck (with Injury)",5,26,8,-123.153488241911,49.2421108699132,"Friday"
"Mischief",5,20,15,-123.127419866596,49.2509901847643,"Saturday"
"Theft from Vehicle",12,1,14,-123.117100978534,49.2841572327659,"Friday"
"Theft from Vehicle",1,3,1,-123.099501403368,49.283145039636,"Tuesday"
"Theft of Bicycle",6,4,20,-123.096708795575,49.2600927307792,"Sunday"
"Theft of Bicycle",8,2,2,-123.095906465853,49.2830809752744,"Wednesday"
"Theft of Bicycle",8,17,19,-123.091357004823,49.2821200190359,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",1,23,10,-123.118548372722,49.2410815733409,"Monday"
"Mischief",12,27,21,-123.044553240832,49.2619940885866,"Wednesday"
"Mischief",1,4,18,-123.0465806366,49.2811133785608,"Wednesday"
"Theft from Vehicle",10,22,1,-123.083788641326,49.2535809316858,"Sunday"
"Theft from Vehicle",6,20,0,-123.114844776615,49.2520385398437,"Tuesday"
"Theft from Vehicle",7,25,9,-123.119875038599,49.2813489725611,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",4,22,17,-123.120636796951,49.2411603685943,"Saturday"
"Theft from Vehicle",6,28,22,-123.084441079335,49.2527609920025,"Wednesday"
"Mischief",12,6,19,-123.033934677687,49.2498327450766,"Wednesday"
"Theft from Vehicle",10,7,14,-123.120839971638,49.2820199073205,"Saturday"
"Theft from Vehicle",3,30,20,-123.116943133826,49.2871264290363,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",2,28,11,-123.127836414457,49.2414314786839,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",4,5,13,-123.127836414457,49.2414314786839,"Wednesday"
"Theft from Vehicle",3,2,20,-123.085679183873,49.251799840422,"Thursday"
"Mischief",8,29,20,-123.188583584845,49.2617541460769,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",6,21,15,-123.178672125156,49.2385575245529,"Wednesday"
"Theft from Vehicle",11,30,15,-123.117100978534,49.2841572327659,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",10,5,12,-123.116176411239,49.2372610040117,"Thursday"
"Theft from Vehicle",11,21,5,-123.117100978534,49.2841572327659,"Tuesday"
"Theft from Vehicle",10,15,14,-123.117100978534,49.2841572327659,"Sunday"
"Vehicle Collision or Pedestrian Struck (with Injury)",9,28,8,-123.139449522034,49.238008846648,"Thursday"
"Theft from Vehicle",3,24,21,-123.085679183873,49.251799840422,"Friday"
"Mischief",8,29,19,-123.187945237873,49.2616632551404,"Tuesday"
"Theft from Vehicle",10,6,17,-123.117100978534,49.2841572327659,"Friday"
"Mischief",8,28,21,-123.1903426534,49.260778698919,"Monday"
"Vehicle Collision or Pedestrian Struck (with Injury)",7,14,16,-123.17026455696,49.2385252455928,"Friday"
"Mischief",8,28,17,-123.188001664759,49.2607425930774,"Monday"
"Theft from Vehicle",5,5,9,-123.129003142275,49.2634438349422,"Friday"
"Mischief",8,28,19,-123.188001664759,49.2607425930774,"Monday"
"Theft from Vehicle",11,11,0,-123.115301158323,49.2683927294188,"Saturday"
"Mischief",4,26,17,-123.190226686996,49.2573898515486,"Wednesday"
"Theft from Vehicle",5,13,12,-123.033033761791,49.2371646563639,"Saturday"
"Theft from Vehicle",11,4,19,-123.099514806216,49.2829725006325,"Saturday"
"Mischief",4,27,8,-123.190226686996,49.2573898515486,"Thursday"
"Theft from Vehicle",6,8,14,-123.09962829129,49.2831326069144,"Thursday"
"Mischief",10,3,23,-123.102190324887,49.2637603064124,"Tuesday"
"Theft from Vehicle",9,17,12,-123.117100978534,49.2841572327659,"Sunday"
"Theft of Bicycle",9,15,16,-123.138468451222,49.2661829832779,"Friday"
"Mischief",11,30,13,-123.188318595734,49.2510250773253,"Thursday"
"Theft from Vehicle",11,9,21,-123.093352072599,49.2843657789455,"Thursday"
"Theft from Vehicle",7,24,13,-123.117100978534,49.2841572327659,"Monday"
"Theft from Vehicle",7,21,18,-123.117100978534,49.2841572327659,"Friday"
"Theft from Vehicle",7,20,17,-123.117100978534,49.2841572327659,"Thursday"
"Theft from Vehicle",1,2,0,-123.06021502909,49.2504958692134,"Monday"
"Mischief",3,20,1,-123.048395232331,49.242258734901,"Monday"
"Mischief",12,14,9,-123.048395232331,49.242258734901,"Thursday"
"Theft from Vehicle",12,27,9,-123.103301635994,49.2805089063434,"Wednesday"
"Mischief",4,5,12,-123.189002780619,49.2404453792872,"Wednesday"
"Mischief",4,8,0,-123.189002780619,49.2404453792872,"Saturday"
"Mischief",4,19,1,-123.189002780619,49.2404453792872,"Wednesday"
"Break and Enter Commercial",5,25,15,-123.156898630876,49.2638466686781,"Thursday"
"Mischief",5,4,2,-123.189002780619,49.2404453792872,"Thursday"
"Theft from Vehicle",7,15,18,-123.117100978534,49.2841572327659,"Saturday"
"Mischief",12,9,20,-123.190858711896,49.2394926097593,"Saturday"
"Mischief",10,9,18,-123.190487824147,49.2395735494746,"Monday"
"Theft from Vehicle",7,13,18,-123.117100978534,49.2841572327659,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",3,9,21,-123.116030441685,49.2335910885047,"Thursday"
"Theft from Vehicle",7,1,6,-123.085234319887,49.2446629048421,"Saturday"
"Theft from Vehicle",6,30,21,-123.084972446131,49.2446620183207,"Friday"
"Mischief",1,4,10,-123.188010662141,49.2644495954228,"Wednesday"
"Theft from Vehicle",8,11,4,-123.084972446131,49.2446620183207,"Friday"
"Theft from Vehicle",12,23,17,-123.103301635994,49.2805089063434,"Saturday"
"Theft of Bicycle",2,20,16,-123.118135665782,49.2824774099508,"Monday"
"Vehicle Collision or Pedestrian Struck (with Injury)",7,20,15,-123.185334426661,49.2347600270492,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",11,23,21,-123.185334426661,49.2347600270492,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",1,18,13,-123.162751147623,49.2346771119763,"Wednesday"
"Theft from Vehicle",8,13,9,-123.082576629828,49.2307681700776,"Sunday"
"Vehicle Collision or Pedestrian Struck (with Injury)",4,23,14,-123.167408014283,49.2347244289369,"Sunday"
"Vehicle Collision or Pedestrian Struck (with Injury)",8,3,18,-123.167408014283,49.2347244289369,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",8,21,17,-123.167408014283,49.2347244289369,"Monday"
"Vehicle Collision or Pedestrian Struck (with Injury)",9,5,21,-123.167408014283,49.2347244289369,"Tuesday"
"Theft from Vehicle",11,30,5,-123.103301635994,49.2805089063434,"Thursday"
"Theft from Vehicle",6,6,15,-123.117100978534,49.2841572327659,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",12,12,22,-123.12807823094,49.2340011364006,"Tuesday"
"Theft from Vehicle",11,26,19,-123.103301635994,49.2805089063434,"Sunday"
"Theft from Vehicle",4,4,20,-123.117100978534,49.2841572327659,"Tuesday"
"Theft from Vehicle",3,23,21,-123.117100978534,49.2841572327659,"Thursday"
"Theft from Vehicle",3,20,20,-123.117100978534,49.2841572327659,"Monday"
"Theft from Vehicle",10,31,19,-123.103301635994,49.2805089063434,"Tuesday"
"Theft from Vehicle",9,28,17,-123.117032652832,49.2871840873965,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",6,8,15,-123.139675972392,49.2306234699907,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",4,26,7,-123.16290382875,49.2309798460696,"Wednesday"
"Theft from Vehicle",8,19,16,-123.089899571528,49.2536966943267,"Saturday"
"Theft from Vehicle",6,18,20,-123.061747646549,49.2827286390281,"Sunday"
"Other Theft",12,5,16,-123.119720276073,49.2813727003789,"Tuesday"
"Other Theft",12,1,17,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",11,29,19,-123.119720276073,49.2813727003789,"Wednesday"
"Other Theft",11,22,18,-123.119720276073,49.2813727003789,"Wednesday"
"Other Theft",11,18,16,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",11,14,15,-123.119720276073,49.2813727003789,"Tuesday"
"Theft from Vehicle",3,15,19,-123.110918827123,49.2847082599545,"Wednesday"
"Theft from Vehicle",10,17,20,-123.103301635994,49.2805089063434,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",7,3,10,-123.116383654931,49.2260706964381,"Monday"
"Vehicle Collision or Pedestrian Struck (with Injury)",7,13,10,-123.116383654931,49.2260706964381,"Thursday"
"Other Theft",11,13,18,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",11,13,12,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",11,11,21,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",11,10,16,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",11,2,18,-123.119720276073,49.2813727003789,"Thursday"
"Other Theft",11,1,20,-123.119720276073,49.2813727003789,"Wednesday"
"Other Theft",10,31,17,-123.119720276073,49.2813727003789,"Tuesday"
"Theft from Vehicle",7,31,23,-123.085475854337,49.2364616750008,"Monday"
"Theft from Vehicle",3,14,18,-123.069949344812,49.2367321722146,"Tuesday"
"Theft from Vehicle",9,19,23,-123.103301635994,49.2805089063434,"Tuesday"
"Theft from Vehicle",8,4,15,-123.103301635994,49.2805089063434,"Friday"
"Vehicle Collision or Pedestrian Struck (with Injury)",5,13,23,-123.139816730761,49.2269622280367,"Saturday"
"Break and Enter Residential/Other",6,18,13,-123.122204018469,49.2369623496214,"Sunday"
"Other Theft",10,27,16,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",10,15,18,-123.119720276073,49.2813727003789,"Sunday"
"Other Theft",10,14,15,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",10,13,18,-123.119720276073,49.2813727003789,"Friday"
"Vehicle Collision or Pedestrian Struck (with Injury)",12,1,15,-123.128306149566,49.2265348183653,"Friday"
"Other Theft",9,4,19,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",8,31,17,-123.119720276073,49.2813727003789,"Thursday"
"Other Theft",8,31,15,-123.119720276073,49.2813727003789,"Thursday"
"Theft from Vehicle",11,13,16,-123.08641342084,49.2356013915603,"Monday"
"Other Theft",8,31,15,-123.119720276073,49.2813727003789,"Thursday"
"Other Theft",8,26,13,-123.119720276073,49.2813727003789,"Saturday"
"Mischief",4,15,3,-123.132640581706,49.2771618891076,"Saturday"
"Mischief",6,10,18,-123.046937094607,49.2581494916599,"Saturday"
"Other Theft",8,21,17,-123.119720276073,49.2813727003789,"Monday"
"Mischief",11,26,19,-123.132640581706,49.2771618891076,"Sunday"
"Other Theft",8,17,18,-123.119720276073,49.2813727003789,"Thursday"
"Theft from Vehicle",12,27,19,-123.067997302766,49.2542485854936,"Wednesday"
"Other Theft",8,16,15,-123.119720276073,49.2813727003789,"Wednesday"
"Other Theft",8,8,16,-123.119720276073,49.2813727003789,"Tuesday"
"Other Theft",8,7,17,-123.119720276073,49.2813727003789,"Monday"
"Theft from Vehicle",10,12,12,-123.134385950041,49.2921425947269,"Thursday"
"Theft of Bicycle",5,15,15,-123.118135665782,49.2824774099508,"Monday"
"Theft from Vehicle",8,15,21,-123.134385950041,49.2921425947269,"Tuesday"
"Other Theft",8,7,17,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",7,30,17,-123.119720276073,49.2813727003789,"Sunday"
"Theft of Bicycle",5,24,17,-123.118135665782,49.2824774099508,"Wednesday"
"Other Theft",7,29,19,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",7,27,19,-123.119720276073,49.2813727003789,"Thursday"
"Other Theft",7,20,22,-123.119720276073,49.2813727003789,"Thursday"
"Theft from Vehicle",8,6,4,-123.134385950041,49.2921425947269,"Sunday"
"Theft from Vehicle",4,4,17,-123.117032652832,49.2871840873965,"Tuesday"
"Theft of Bicycle",9,14,16,-123.118135665782,49.2824774099508,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",3,20,7,-123.14565092976,49.2680002684537,"Monday"
"Theft of Bicycle",3,31,10,-123.113845771917,49.2853125875089,"Friday"
"Other Theft",7,13,21,-123.119720276073,49.2813727003789,"Thursday"
"Other Theft",7,8,17,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",5,19,11,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",5,18,11,-123.119720276073,49.2813727003789,"Thursday"
"Other Theft",5,16,16,-123.119720276073,49.2813727003789,"Tuesday"
"Other Theft",5,15,20,-123.119720276073,49.2813727003789,"Monday"
"Break and Enter Commercial",12,31,2,-123.155437355086,49.2681977353454,"Sunday"
"Other Theft",5,15,18,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",5,15,15,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",5,13,13,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",5,12,19,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",5,10,17,-123.119720276073,49.2813727003789,"Wednesday"
"Other Theft",5,6,15,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",5,5,12,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",5,5,9,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",5,1,18,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",4,30,13,-123.119720276073,49.2813727003789,"Sunday"
"Other Theft",4,21,20,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",4,17,11,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",3,24,16,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",2,17,18,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",2,14,13,-123.119720276073,49.2813727003789,"Tuesday"
"Theft of Bicycle",4,17,14,-123.113845771917,49.2853125875089,"Monday"
"Other Theft",2,11,15,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",2,10,15,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",2,10,15,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",2,4,20,-123.119720276073,49.2813727003789,"Saturday"
"Theft of Bicycle",7,19,16,-123.113845771917,49.2853125875089,"Wednesday"
"Other Theft",2,3,13,-123.119720276073,49.2813727003789,"Friday"
"Theft from Vehicle",6,6,19,-123.07040895964,49.2781578235057,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",3,13,15,-123.140021611991,49.2216997474561,"Monday"
"Other Theft",1,30,12,-123.119720276073,49.2813727003789,"Monday"
"Other Theft",1,28,19,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",1,28,15,-123.119720276073,49.2813727003789,"Saturday"
"Theft from Vehicle",8,21,23,-123.098533729158,49.261913888199,"Monday"
"Other Theft",1,22,16,-123.119720276073,49.2813727003789,"Sunday"
"Theft from Vehicle",4,19,0,-123.098533729158,49.261913888199,"Wednesday"
"Other Theft",1,14,16,-123.119720276073,49.2813727003789,"Saturday"
"Break and Enter Commercial",3,31,10,-123.104435101478,49.2815372957228,"Friday"
"Mischief",5,26,15,-123.132536979576,49.2769793157562,"Friday"
"Mischief",7,15,20,-123.132536979576,49.2769793157562,"Saturday"
"Theft from Vehicle",11,11,21,-123.070534386998,49.2782819704712,"Saturday"
"Theft from Vehicle",9,18,20,-123.120839971638,49.2820199073205,"Monday"
"Break and Enter Residential/Other",5,11,13,-123.134292171519,49.2494550112211,"Thursday"
"Mischief",12,23,22,-123.170189382935,49.2613821481101,"Saturday"
"Mischief",10,12,12,-123.10115097011,49.2599354688614,"Thursday"
"Other Theft",1,13,19,-123.119720276073,49.2813727003789,"Friday"
"Mischief",12,24,23,-123.101042565093,49.2594125820955,"Sunday"
"Other Theft",1,13,18,-123.119720276073,49.2813727003789,"Friday"
"Other Theft",1,7,19,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",1,7,18,-123.119720276073,49.2813727003789,"Saturday"
"Other Theft",1,7,17,-123.119720276073,49.2813727003789,"Saturday"
"Theft from Vehicle",12,29,17,-123.103231453675,49.2823900406752,"Friday"
"Theft from Vehicle",2,15,4,-123.086432312896,49.2128864397232,"Wednesday"
"Theft from Vehicle",12,12,15,-123.103231453675,49.2823900406752,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",4,20,19,-123.109454968178,49.2665740089637,"Thursday"
"Mischief",12,18,9,-123.150571930228,49.2609945200387,"Monday"
"Theft from Vehicle",11,19,6,-123.103231453675,49.2823900406752,"Sunday"
"Theft from Vehicle",8,19,23,-123.103231453675,49.2823900406752,"Saturday"
"Theft from Vehicle",7,15,2,-123.103231453675,49.2823900406752,"Saturday"
"Theft from Vehicle",7,10,19,-123.103231453675,49.2823900406752,"Monday"
"Theft from Vehicle",7,7,0,-123.103231453675,49.2823900406752,"Friday"
"Theft of Bicycle",7,19,15,-123.114846248062,49.284652071414,"Wednesday"
"Break and Enter Residential/Other",2,13,17,-123.120739623891,49.2515547933472,"Monday"
"Theft from Vehicle",7,4,21,-123.103231453675,49.2823900406752,"Tuesday"
"Theft from Vehicle",7,2,20,-123.103231453675,49.2823900406752,"Sunday"
"Theft from Vehicle",6,11,23,-123.103231453675,49.2823900406752,"Sunday"
"Theft from Vehicle",1,10,17,-123.103232416162,49.2823900398153,"Tuesday"
"Break and Enter Residential/Other",3,31,7,-123.147284797968,49.2376204230547,"Friday"
"Theft from Vehicle",6,9,16,-123.083501539798,49.2633360884146,"Friday"
"Vehicle Collision or Pedestrian Struck (with Injury)",9,22,17,-123.140381905333,49.2131447989539,"Friday"
"Theft from Vehicle",1,3,20,-123.103232416162,49.2823900398153,"Tuesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",5,27,17,-123.130201186345,49.2107369907419,"Saturday"
"Theft from Vehicle",6,15,8,-123.098566151719,49.2795020745048,"Thursday"
"Mischief",5,23,15,-123.101913290781,49.2750668837105,"Tuesday"
"Mischief",9,28,18,-123.101913290781,49.2750668837105,"Thursday"
"Theft from Vehicle",12,9,15,-123.083826807967,49.2624861657057,"Saturday"
"Other Theft",12,26,20,-123.068723420289,49.2623572503913,"Tuesday"
"Theft from Vehicle",6,9,9,-123.098815129128,49.2794244133483,"Friday"
"Vehicle Collision or Pedestrian Struck (with Injury)",6,23,19,-123.126539087694,49.2659988593494,"Friday"
"Other Theft",11,7,11,-123.068723420289,49.2623572503913,"Tuesday"
"Other Theft",10,30,19,-123.068723420289,49.2623572503913,"Monday"
"Other Theft",10,17,19,-123.068723420289,49.2623572503913,"Tuesday"
"Theft from Vehicle",10,20,17,-123.098913438205,49.2794262182237,"Friday"
"Vehicle Collision or Pedestrian Struck (with Injury)",9,13,17,-123.099697973115,49.2813439459072,"Wednesday"
"Mischief",9,13,11,-123.033648027498,49.2587031038829,"Wednesday"
"Vehicle Collision or Pedestrian Struck (with Injury)",12,31,21,-123.099697973115,49.2813439459072,"Sunday"
"Mischief",10,15,16,-123.033648027498,49.2587031038829,"Sunday"
"Mischief",9,17,16,-123.102016227313,49.2823825745189,"Sunday"
"Theft of Bicycle",11,25,13,-123.119936539954,49.2604982262659,"Saturday"
"Other Theft",8,9,15,-123.140531856265,49.2864912662148,"Wednesday"
"Theft of Bicycle",6,16,21,-123.111922473739,49.2827635248963,"Friday"
"Break and Enter Residential/Other",8,29,16,-123.099354933216,49.2310945290733,"Tuesday"
"Mischief",6,7,18,-123.044065109934,49.2753375698949,"Wednesday"
"Theft from Vehicle",9,27,15,-123.08277971513,49.2710826439276,"Wednesday"
"Theft from Vehicle",11,19,12,-123.08277971513,49.2710826439276,"Sunday"
"Theft from Vehicle",11,26,5,-123.08277971513,49.2710826439276,"Sunday"
"Theft of Bicycle",5,16,18,-123.123372936357,49.2815740382445,"Tuesday"
"Mischief",9,22,9,-123.102016227313,49.2823825745189,"Friday"
"Theft from Vehicle",1,27,20,-123.115279257751,49.2754530785515,"Friday"
"Mischief",10,9,23,-123.102016227313,49.2823825745189,"Monday"
"Theft from Vehicle",2,12,15,-123.115279257751,49.2754530785515,"Sunday"
"Mischief",5,18,15,-123.100950718545,49.250228273408,"Thursday"
"Theft of Bicycle",6,13,9,-123.096238940115,49.2722690279175,"Tuesday"
"Theft of Bicycle",8,30,11,-123.096238940115,49.2722690279175,"Wednesday"
"Break and Enter Residential/Other",5,14,18,-123.107567945331,49.2364476244269,"Sunday"
"Theft from Vehicle",12,26,0,-123.115160812475,49.2755386509445,"Tuesday"
"Break and Enter Commercial",9,11,22,-123.149998380066,49.295761296829,"Monday"
"Mischief",5,10,18,-123.033690786448,49.2492385018769,"Wednesday"
"Mischief",4,29,21,-123.064983265697,49.2496426071387,"Saturday"
"Break and Enter Residential/Other",5,23,12,-123.09797946161,49.2345034658424,"Tuesday"
"Theft from Vehicle",1,21,3,-123.103690035304,49.2646930323347,"Saturday"
"Theft from Vehicle",2,19,18,-123.114736153903,49.2757230249848,"Sunday"
"Other Theft",12,21,17,-123.06961178755,49.269152323317,"Thursday"
"Other Theft",12,13,13,-123.06961178755,49.269152323317,"Wednesday"
"Theft from Vehicle",9,1,7,-123.122788438316,49.2793580684788,"Friday"
"Theft from Vehicle",2,25,22,-123.122662014262,49.2794404187166,"Saturday"
"Break and Enter Commercial",7,9,7,-123.033539728151,49.2325312377499,"Sunday"
"Theft from Vehicle",12,13,22,-123.103767234345,49.2655880757263,"Wednesday"
"Theft of Bicycle",6,18,1,-123.116863676179,49.2859147699875,"Sunday"
"Mischief",8,29,23,-123.191439176258,49.2626719090043,"Tuesday"
"Mischief",11,15,17,-123.168941657804,49.258631353506,"Wednesday"
"Theft from Vehicle",7,25,19,-123.121771279694,49.2801367783107,"Tuesday"
"Theft from Vehicle",10,27,19,-123.103804210297,49.2655887621289,"Friday"
"Other Theft",6,15,18,-123.116705184357,49.2838989319641,"Thursday"
"Theft from Vehicle",9,27,19,-123.121682591342,49.2800784930154,"Wednesday"
"Other Theft",6,2,14,-123.116705184357,49.2838989319641,"Friday"
"Other Theft",6,1,17,-123.116705184357,49.2838989319641,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",3,22,10,-123.14334545345,49.2645759790854,"Wednesday"
"Theft from Vehicle",10,12,10,-123.121682591342,49.2800784930154,"Thursday"
"Vehicle Collision or Pedestrian Struck (with Injury)",4,16,14,-123.185885104066,49.2643624528648,"Sunday"
"Other Theft",5,30,12,-123.116705184357,49.2838989319641,"Tuesday"
"Other Theft",5,22,13,-123.116705184357,49.2838989319641,"Monday"
