"TYPE","MONTH","DAY","HOUR","longitude","latitude","WEEKDAY"
"Mischief",10,18,12,-123.043041381054,49.2801643206394,"Wednesday"
"Break and Enter Residential/Other",12,1,10,-123.096639906034,49.2840025494859,"Friday"
"Theft from Vehicle",2,12,18,-123.038725044803,49.2328551540928,"Sunday"
"Theft from Vehicle",2,9,0,-123.038725044803,49.2328551540928,"Thursday"
"Theft from Vehicle",10,23,6,-123.101452260301,49.2329914246654,"Monday"
"Theft from Vehicle",7,5,15,-123.170219556616,49.2338653213951,"Wednesday"
"Theft from Vehicle",6,20,13,-123.170219556616,49.2338653213951,"Tuesday"
"Theft from Vehicle",5,18,23,-123.034466307243,49.2318654062404,"Thursday"
"Mischief",11,23,17,-123.043860470523,49.2405169084372,"Thursday"
"Theft from Vehicle",1,5,8,-123.119305061764,49.2857135718064,"Thursday"
"Mischief",11,16,12,-123.121083896172,49.2779218972428,"Thursday"
"Theft from Vehicle",12,17,22,-123.040185490613,49.2327169379809,"Sunday"
"Theft from Vehicle",11,30,22,-123.040185490613,49.2327169379809,"Thursday"
"Theft from Vehicle",2,26,23,-123.134782081688,49.2336740879443,"Sunday"
"Break and Enter Residential/Other",6,16,17,-123.105550022923,49.2637379463813,"Friday"
"Theft from Vehicle",3,14,17,-123.099929746605,49.2767628595431,"Tuesday"
"Theft from Vehicle",1,13,16,-123.12712459307,49.2665703115304,"Friday"
"Theft from Vehicle",12,23,15,-123.127075420779,49.266584488089,"Saturday"
"Break and Enter Residential/Other",5,5,15,-123.105521989022,49.2646427996625,"Friday"
"Break and Enter Residential/Other",9,22,8,-123.105785314599,49.2527341553192,"Friday"
"Theft from Vehicle",5,7,2,-123.100007460921,49.2763729409704,"Sunday"
"Theft of Bicycle",8,3,16,-123.110918827123,49.2847082599545,"Thursday"
"Theft from Vehicle",12,22,18,-123.139685751512,49.2342867763225,"Friday"
"Theft from Vehicle",10,3,12,-123.090491106183,49.2327653049444,"Tuesday"
"Theft from Vehicle",9,19,18,-123.090491106183,49.2327653049444,"Tuesday"
"Theft of Bicycle",2,17,19,-123.116191351764,49.2812131301819,"Friday"
"Theft from Vehicle",11,2,17,-123.048849284444,49.2326354305633,"Thursday"
"Theft from Vehicle",6,13,15,-123.185262015243,49.2347548359961,"Tuesday"
"Theft from Vehicle",9,22,22,-123.105595176144,49.2807097644253,"Friday"
"Theft of Bicycle",4,23,14,-123.116191351764,49.2812131301819,"Sunday"
"Theft from Vehicle",4,22,17,-123.099929746605,49.2767628595431,"Saturday"
"Theft from Vehicle",12,31,19,-123.102183961809,49.2832411057901,"Sunday"
"Theft from Vehicle",12,18,21,-123.102183961809,49.2832411057901,"Monday"
"Theft from Vehicle",12,3,21,-123.102183961809,49.2832411057901,"Sunday"
"Theft from Vehicle",12,2,20,-123.102183961809,49.2832411057901,"Saturday"
"Theft from Vehicle",10,27,23,-123.099480860631,49.2786061801113,"Friday"
"Theft from Vehicle",10,17,22,-123.057810581364,49.2324444622285,"Tuesday"
"Theft from Vehicle",11,12,23,-123.102183961809,49.2832411057901,"Sunday"
"Theft from Vehicle",9,29,19,-123.099480860631,49.2786061801113,"Friday"
"Theft from Vehicle",9,29,18,-123.099480860631,49.2786061801113,"Friday"
"Theft from Vehicle",3,23,6,-123.100002111148,49.2765148896299,"Thursday"
"Theft from Vehicle",9,4,13,-123.099480860631,49.2786061801113,"Monday"
"Theft from Vehicle",8,16,14,-123.099480860631,49.2786061801113,"Wednesday"
"Theft from Vehicle",10,18,12,-123.102183961809,49.2832411057901,"Wednesday"
"Theft from Vehicle",6,3,0,-123.099480860631,49.2786061801113,"Saturday"
"Theft from Vehicle",3,16,9,-123.099480860631,49.2786061801113,"Thursday"
"Theft from Vehicle",10,18,18,-123.1613048096,49.2339563718378,"Wednesday"
"Theft from Vehicle",3,25,19,-123.1613048096,49.2339563718378,"Saturday"
"Theft from Vehicle",1,31,20,-123.099480860631,49.2786061801113,"Tuesday"
"Theft from Vehicle",10,16,18,-123.102183961809,49.2832411057901,"Monday"
"Theft from Vehicle",2,4,10,-123.099536929255,49.2785247254265,"Saturday"
"Theft from Vehicle",7,4,0,-123.136357566721,49.2335486442558,"Tuesday"
"Mischief",9,3,23,-123.044243441924,49.2361547888524,"Sunday"
"Theft from Vehicle",10,12,17,-123.099720925539,49.2767022324967,"Thursday"
"Theft from Vehicle",10,23,17,-123.099720925539,49.2767022324967,"Monday"
"Theft from Vehicle",3,26,15,-123.11864882788,49.2769251481892,"Sunday"
"Theft from Vehicle",11,13,22,-123.11864882788,49.2769251481892,"Monday"
"Theft from Vehicle",8,5,15,-123.071595989911,49.2319602624665,"Saturday"
"Theft from Vehicle",8,17,18,-123.102183961809,49.2832411057901,"Thursday"
"Mischief",4,12,22,-123.123683874196,49.2839066949128,"Wednesday"
"Theft from Vehicle",8,8,21,-123.123807617194,49.2339602762564,"Tuesday"
"Break and Enter Commercial",2,3,16,-123.091519620906,49.2300659179737,"Friday"
"Mischief",5,10,13,-123.04293984222,49.2723238859233,"Wednesday"
"Theft from Vehicle",7,21,22,-123.102183961809,49.2832411057901,"Friday"
"Theft from Vehicle",7,14,19,-123.102183961809,49.2832411057901,"Friday"
"Theft from Vehicle",3,14,17,-123.034048239186,49.2331373689852,"Tuesday"
"Mischief",5,9,17,-123.101046693403,49.2592805287666,"Tuesday"
"Theft from Vehicle",4,4,2,-123.117602933225,49.2775939300017,"Tuesday"
"Theft from Vehicle",9,13,5,-123.117602933225,49.2775939300017,"Wednesday"
"Theft from Vehicle",10,14,1,-123.117602933225,49.2775939300017,"Saturday"
"Theft from Vehicle",3,16,15,-123.03036916154,49.2329398695427,"Thursday"
"Break and Enter Residential/Other",2,21,21,-123.112895920856,49.2748513149245,"Tuesday"
"Break and Enter Residential/Other",5,22,3,-123.112996441535,49.2748019230327,"Monday"
"Theft from Vehicle",9,6,19,-123.117477140643,49.2777123446378,"Wednesday"
"Theft from Vehicle",10,12,16,-123.117477140643,49.2777123446378,"Thursday"
"Theft from Vehicle",11,3,20,-123.117477140643,49.2777123446378,"Friday"
"Theft from Vehicle",12,9,22,-123.117477140643,49.2777123446378,"Saturday"
"Break and Enter Residential/Other",8,19,10,-123.103384719268,49.2832234865936,"Saturday"
"Break and Enter Residential/Other",12,16,11,-123.059771625163,49.2851023347443,"Saturday"
"Theft from Vehicle",3,16,23,-123.12586175344,49.281141474558,"Thursday"
"Mischief",1,17,12,-123.056564895184,49.257368352582,"Tuesday"
"Theft of Bicycle",7,26,18,-123.106085508694,49.2709157156339,"Wednesday"
"Theft from Vehicle",6,28,18,-123.142943376559,49.3123187863071,"Wednesday"
"Break and Enter Residential/Other",5,28,4,-123.104100154647,49.2655938929917,"Sunday"
"Theft from Vehicle",3,12,23,-123.125058464248,49.2805260869538,"Sunday"
"Theft from Vehicle",8,15,20,-123.125058464248,49.2805260869538,"Tuesday"
"Break and Enter Residential/Other",8,6,0,-123.105618152587,49.2142396624016,"Sunday"
"Theft from Vehicle",6,6,15,-123.142943376559,49.3123187863071,"Tuesday"
"Break and Enter Residential/Other",8,25,20,-123.12442489647,49.2169903126932,"Friday"
"Theft from Vehicle",6,18,14,-123.099929746605,49.2767628595431,"Sunday"
"Theft from Vehicle",3,13,14,-123.114646254084,49.2743045729898,"Monday"
"Theft from Vehicle",4,24,22,-123.114646254084,49.2743045729898,"Monday"
"Theft from Vehicle",7,22,10,-123.099929746605,49.2767628595431,"Saturday"
"Theft of Bicycle",8,27,18,-123.113830145218,49.2840197266346,"Sunday"
"Theft of Bicycle",10,2,14,-123.128915343102,49.2660401290861,"Monday"
"Break and Enter Residential/Other",8,28,13,-123.103785999155,49.2701438574182,"Monday"
"Theft from Vehicle",12,15,8,-123.083214736508,49.2826504983367,"Friday"
"Break and Enter Residential/Other",12,2,19,-123.104315793676,49.2584104848773,"Saturday"
"Theft of Bicycle",4,27,22,-123.123132062331,49.2857234997328,"Thursday"
"Theft of Bicycle",8,16,7,-123.123132062331,49.2857234997328,"Wednesday"
"Theft from Vehicle",9,25,20,-123.102073560908,49.2767849128207,"Monday"
"Theft of Bicycle",6,11,1,-123.12043558046,49.287491733771,"Sunday"
"Theft from Vehicle",1,8,23,-123.044060926796,49.275734618975,"Sunday"
"Theft from Vehicle",4,22,12,-123.099748007119,49.2786099076873,"Saturday"
"Theft from Vehicle",12,20,18,-123.09975072855,49.2785276893718,"Wednesday"
"Theft from Vehicle",12,12,18,-123.09975072855,49.2785276893718,"Tuesday"
"Theft from Vehicle",12,3,19,-123.09975072855,49.2785276893718,"Sunday"
"Theft from Vehicle",11,30,11,-123.09975072855,49.2785276893718,"Thursday"
"Theft from Vehicle",8,26,12,-123.098885780291,49.282234446744,"Saturday"
"Mischief",2,20,7,-123.17021186091,49.2632022960651,"Monday"
"Break and Enter Residential/Other",7,11,15,-123.191109197919,49.2647068121831,"Tuesday"
"Theft of Bicycle",7,20,14,-123.157502366275,49.2681865733522,"Thursday"
"Theft of Bicycle",10,13,10,-123.157502366275,49.2681865733522,"Friday"
"Theft from Vehicle",12,31,22,-123.099070972249,49.2636224281596,"Sunday"
"Theft from Vehicle",5,7,14,-123.099070972249,49.2636224281596,"Sunday"
"Theft of Bicycle",4,24,20,-123.157547636056,49.2673375444495,"Monday"
"Theft of Bicycle",5,8,15,-123.158501439701,49.2346289594217,"Monday"
"Theft from Vehicle",5,9,18,-123.099824676272,49.2646190778027,"Tuesday"
"Theft of Bicycle",11,30,9,-123.155141400701,49.2681522575784,"Thursday"
"Theft from Vehicle",3,31,21,-123.099075577032,49.2655105175693,"Friday"
"Theft from Vehicle",1,5,22,-123.099075577032,49.2655105175693,"Thursday"
"Theft from Vehicle",11,5,12,-123.120770260901,49.2782475812795,"Sunday"
"Theft from Vehicle",8,28,17,-123.099790875528,49.2654427977839,"Monday"
"Theft from Vehicle",7,31,18,-123.099790875528,49.2654427977839,"Monday"
"Theft from Vehicle",5,26,17,-123.099790875528,49.2654427977839,"Friday"
"Break and Enter Residential/Other",5,9,11,-123.192851851388,49.2424664564785,"Tuesday"
"Theft from Vehicle",11,18,23,-123.100748950697,49.2654622055505,"Saturday"
"Theft from Vehicle",6,10,11,-123.143043667347,49.3122690990437,"Saturday"
"Theft from Vehicle",6,1,16,-123.143043667347,49.3122690990437,"Thursday"
"Mischief",1,13,19,-123.172848481881,49.2452192668955,"Friday"
"Theft from Vehicle",5,30,18,-123.143043667347,49.3122690990437,"Tuesday"
"Theft from Vehicle",4,28,19,-123.143043667347,49.3122690990437,"Friday"
"Theft from Vehicle",4,12,15,-123.143043667347,49.3122690990437,"Wednesday"
"Theft from Vehicle",4,5,16,-123.143043667347,49.3122690990437,"Wednesday"
"Theft from Vehicle",3,28,16,-123.143043667347,49.3122690990437,"Tuesday"
"Theft from Vehicle",2,5,16,-123.143043667347,49.3122690990437,"Sunday"
"Theft from Vehicle",1,31,13,-123.143043667347,49.3122690990437,"Tuesday"
"Theft from Vehicle",1,24,12,-123.143043667347,49.3122690990437,"Tuesday"
"Mischief",8,31,23,-123.170326020169,49.2394203620785,"Thursday"
"Theft from Vehicle",8,8,20,-123.100748950697,49.2654622055505,"Tuesday"
"Theft from Vehicle",10,16,20,-123.095201433558,49.244250155915,"Monday"
"Theft from Vehicle",9,28,21,-123.095619413284,49.2443377841288,"Thursday"
"Theft from Vehicle",6,30,22,-123.09685421736,49.2442960071053,"Friday"
"Theft from Vehicle",12,13,3,-123.141879364961,49.2378476616308,"Wednesday"
"Theft from Vehicle",2,27,0,-123.100748950697,49.2654622055505,"Monday"
"Break and Enter Residential/Other",3,16,12,-123.192883330613,49.2452928888806,"Thursday"
"Theft from Vehicle",1,23,6,-123.120281039519,49.2784560602119,"Monday"
"Theft from Vehicle",11,13,5,-123.100084742578,49.2149282308623,"Monday"
"Break and Enter Residential/Other",1,28,12,-123.192260343716,49.2511223899844,"Saturday"
"Mischief",1,5,16,-123.1703693164,49.2337152396621,"Thursday"
"Theft from Vehicle",7,9,19,-123.033208132062,49.2327224826611,"Sunday"
"Break and Enter Residential/Other",1,2,10,-123.13361818322,49.2905794059357,"Monday"
"Break and Enter Commercial",3,11,3,-123.127995998617,49.2344453231807,"Saturday"
"Break and Enter Residential/Other",10,27,17,-123.192740559168,49.2510419820577,"Friday"
"Theft from Vehicle",7,9,0,-123.03391500219,49.2321396547806,"Sunday"
"Theft from Vehicle",12,22,17,-123.043028932141,49.233599607396,"Friday"
"Theft from Vehicle",7,25,22,-123.050112795045,49.2331130769811,"Tuesday"
"Break and Enter Commercial",12,24,23,-123.140130365383,49.2180526608011,"Sunday"
"Break and Enter Residential/Other",3,13,1,-123.192761704164,49.25375526757,"Monday"
"Break and Enter Residential/Other",10,28,18,-123.191036169916,49.2546546877798,"Saturday"
"Break and Enter Residential/Other",9,16,23,-123.192695862326,49.2546684827829,"Saturday"
"Theft from Vehicle",2,3,5,-123.038706174476,49.2336677914378,"Friday"
"Theft from Vehicle",12,15,0,-123.100710105225,49.2663663471832,"Friday"
"Theft from Vehicle",1,29,2,-123.038844724933,49.2332550428081,"Sunday"
"Mischief",12,6,19,-123.122909306951,49.2832921614302,"Wednesday"
"Mischief",11,11,20,-123.067633219405,49.2755269510069,"Saturday"
"Theft from Vehicle",10,28,12,-123.100710105225,49.2663663471832,"Saturday"
"Theft from Vehicle",2,17,18,-123.025991216258,49.2327298189251,"Friday"
"Mischief",12,1,18,-123.17237684559,49.266738790493,"Friday"
"Theft from Vehicle",9,28,20,-123.04584307408,49.2340318261572,"Thursday"
"Theft from Vehicle",7,10,19,-123.04584307408,49.2340318261572,"Monday"
"Theft from Vehicle",6,20,17,-123.100710105225,49.2663663471832,"Tuesday"
"Theft from Vehicle",2,27,4,-123.100710105225,49.2663663471832,"Monday"
"Theft from Vehicle",3,21,15,-123.119481597961,49.278988235077,"Tuesday"
"Theft from Vehicle",5,29,1,-123.119481597961,49.278988235077,"Monday"
"Theft from Vehicle",5,13,16,-123.079855510405,49.2331679481378,"Saturday"
"Theft from Vehicle",10,27,12,-123.084512614211,49.2439518219751,"Friday"
"Theft from Vehicle",4,22,16,-123.122347860546,49.2829465329241,"Saturday"
"Mischief",6,17,2,-123.123275143231,49.2776992881971,"Saturday"
"Theft from Vehicle",10,27,23,-123.086996046486,49.2109840532311,"Friday"
"Mischief",4,6,8,-123.170156653033,49.2640548533882,"Thursday"
"Mischief",2,18,5,-123.104889153623,49.2829824993152,"Saturday"
"Theft from Vehicle",8,14,8,-123.121796437807,49.2786839399547,"Monday"
"Theft from Vehicle",10,3,17,-123.121796437807,49.2786839399547,"Tuesday"
"Theft from Vehicle",8,14,15,-123.141731327234,49.237865923794,"Monday"
"Theft from Vehicle",1,10,11,-123.154916246013,49.2349978607198,"Tuesday"
"Theft from Vehicle",8,2,19,-123.099929746605,49.2767628595431,"Wednesday"
"Mischief",1,29,21,-123.12311896178,49.2779210061107,"Sunday"
"Theft from Vehicle",4,8,17,-123.185370142054,49.2354942524238,"Saturday"
"Mischief",9,2,20,-123.104285171535,49.2655971443255,"Saturday"
"Theft from Vehicle",9,19,2,-123.149144849852,49.2350675232385,"Tuesday"
"Mischief",1,29,6,-123.103791072624,49.2814730207653,"Sunday"
"Theft from Vehicle",11,29,15,-123.09985986386,49.2236710232619,"Wednesday"
"Theft from Vehicle",10,12,15,-123.09985986386,49.2236710232619,"Thursday"
"Break and Enter Residential/Other",4,8,13,-123.193768235497,49.2608307539914,"Saturday"
"Theft from Vehicle",6,29,15,-123.110753847837,49.2809749703634,"Thursday"
"Theft from Vehicle",11,19,17,-123.110753847837,49.2809749703634,"Sunday"
"Mischief",3,31,23,-123.12311896178,49.2779210061107,"Friday"
"Mischief",6,3,19,-123.12311896178,49.2779210061107,"Saturday"
"Mischief",6,19,20,-123.12311896178,49.2779210061107,"Monday"
"Theft from Vehicle",5,23,21,-123.044443718828,49.2338486000224,"Tuesday"
"Theft from Vehicle",6,19,18,-123.044571365391,49.2335830110375,"Monday"
"Theft from Vehicle",6,4,8,-123.023668581717,49.2332926113291,"Sunday"
"Theft of Bicycle",4,3,15,-123.104634512441,49.2715481415356,"Monday"
"Mischief",6,24,18,-123.12311896178,49.2779210061107,"Saturday"
"Mischief",6,24,23,-123.12311896178,49.2779210061107,"Saturday"
"Mischief",9,9,14,-123.12311896178,49.2779210061107,"Saturday"
"Mischief",3,12,19,-123.057826806601,49.2845702705137,"Sunday"
"Theft from Vehicle",11,26,16,-123.186735220015,49.2353980535217,"Sunday"
"Theft from Vehicle",1,1,18,-123.186855251694,49.2355727271879,"Sunday"
"Mischief",11,7,15,-123.12311896178,49.2779210061107,"Tuesday"
"Theft of Bicycle",4,28,23,-123.104634512441,49.2715481415356,"Friday"
"Theft from Vehicle",4,5,10,-123.028080530493,49.2321104565731,"Wednesday"
"Theft of Bicycle",5,5,18,-123.104634512441,49.2715481415356,"Friday"
"Theft from Vehicle",6,16,21,-123.030366691012,49.233167180203,"Friday"
"Theft from Vehicle",5,19,0,-123.030366691012,49.233167180203,"Friday"
"Break and Enter Residential/Other",3,21,18,-123.193583317727,49.263660778193,"Tuesday"
"Theft from Vehicle",3,16,11,-123.110516755178,49.2811362110707,"Thursday"
"Mischief",10,14,22,-123.105750726539,49.2566129258205,"Saturday"
"Mischief",3,7,17,-123.105639566964,49.24779914743,"Tuesday"
"Mischief",5,13,12,-123.105337368921,49.2692149588083,"Saturday"
"Theft from Vehicle",7,10,22,-123.054198764442,49.2348819473402,"Monday"
"Theft of Bicycle",6,2,21,-123.104825743308,49.2630543404231,"Friday"
"Theft from Vehicle",5,22,22,-123.024757944976,49.2342815007457,"Monday"
"Theft from Vehicle",8,14,20,-123.024768855575,49.2333001165776,"Monday"
"Break and Enter Residential/Other",7,31,11,-123.127868300712,49.2880335328547,"Monday"
"Theft of Bicycle",10,23,18,-123.104155886493,49.2804461627074,"Monday"
"Mischief",11,6,22,-123.105083098477,49.2816564340662,"Monday"
"Theft from Vehicle",8,31,21,-123.079677187355,49.2347735437308,"Thursday"
"Theft from Vehicle",5,30,22,-123.079682423869,49.2346130648549,"Tuesday"
"Theft from Vehicle",5,30,22,-123.079705470589,49.2339109696225,"Tuesday"
"Theft from Vehicle",10,24,20,-123.090471745345,49.2342734641323,"Tuesday"
"Theft from Vehicle",1,23,6,-123.047329937493,49.2344989795579,"Monday"
"Theft of Bicycle",10,25,18,-123.100757273209,49.2644866684614,"Wednesday"
"Theft from Vehicle",8,6,20,-123.099929746605,49.2767628595431,"Sunday"
"Theft from Vehicle",12,5,15,-123.161238673117,49.2359201280664,"Tuesday"
"Theft from Vehicle",1,24,21,-123.161238673117,49.2359201280664,"Tuesday"
"Theft from Vehicle",3,9,21,-123.123132062331,49.2857234997328,"Thursday"
"Break and Enter Residential/Other",12,11,8,-123.173026707448,49.251084792137,"Monday"
"Break and Enter Commercial",2,12,0,-123.090610222577,49.2330792358715,"Sunday"
"Theft from Vehicle",6,19,20,-123.123132062331,49.2857234997328,"Monday"
"Break and Enter Commercial",7,5,3,-123.185250997881,49.2352248557569,"Wednesday"
"Break and Enter Residential/Other",5,3,1,-123.113717142905,49.2776920890461,"Wednesday"
"Break and Enter Residential/Other",11,29,13,-123.14444544161,49.2503012677884,"Wednesday"
"Break and Enter Residential/Other",8,16,20,-123.144477088674,49.2502218003468,"Wednesday"
"Theft of Bicycle",10,13,14,-123.099466074673,49.2818505742527,"Friday"
"Theft from Vehicle",10,11,20,-123.10161953117,49.2256076988152,"Wednesday"
"Theft from Vehicle",4,6,21,-123.10161953117,49.2256076988152,"Thursday"
"Break and Enter Residential/Other",5,13,11,-123.107845464483,49.2133011053407,"Saturday"
"Theft from Vehicle",12,11,18,-123.099929746605,49.2767628595431,"Monday"
"Theft from Vehicle",10,21,9,-123.124039742336,49.2799093060328,"Saturday"
"Theft from Vehicle",9,5,12,-123.10713854251,49.2819787327589,"Tuesday"
"Mischief",8,23,19,-123.122934486478,49.2780440767405,"Wednesday"
"Theft from Vehicle",3,25,7,-123.10713854251,49.2819787327589,"Saturday"
"Theft from Vehicle",6,30,18,-123.120877287764,49.2792856034303,"Friday"
"Theft from Vehicle",8,13,19,-123.120877287764,49.2792856034303,"Sunday"
"Theft from Vehicle",8,18,17,-123.120877287764,49.2792856034303,"Friday"
"Theft from Vehicle",9,16,16,-123.120877287764,49.2792856034303,"Saturday"
"Theft from Vehicle",10,15,1,-123.120877287764,49.2792856034303,"Sunday"
"Theft from Vehicle",11,6,17,-123.120877287764,49.2792856034303,"Monday"
"Theft from Vehicle",11,14,8,-123.120877287764,49.2792856034303,"Tuesday"
"Theft from Vehicle",11,23,3,-123.120877287764,49.2792856034303,"Thursday"
"Theft from Vehicle",12,2,20,-123.120877287764,49.2792856034303,"Saturday"
"Theft from Vehicle",12,16,14,-123.120877287764,49.2792856034303,"Saturday"
"Theft from Vehicle",12,24,18,-123.120877287764,49.2792856034303,"Sunday"
"Theft from Vehicle",12,24,20,-123.120877287764,49.2792856034303,"Sunday"
"Theft from Vehicle",9,11,23,-123.113307982601,49.2350047861135,"Monday"
"Theft from Vehicle",1,1,17,-123.028080849097,49.2341265622335,"Sunday"
"Break and Enter Residential/Other",10,19,7,-123.047021432057,49.2494213958634,"Thursday"
"Theft from Vehicle",4,11,18,-123.15837409669,49.2373342761948,"Tuesday"
"Theft of Bicycle",6,1,16,-123.112025030961,49.273832467871,"Thursday"
"Theft from Vehicle",4,27,23,-123.101417276424,49.2311337552922,"Thursday"
"Theft from Vehicle",3,8,19,-123.120506527607,49.2796446285871,"Wednesday"
"Theft from Vehicle",5,28,23,-123.120506527607,49.2796446285871,"Sunday"
"Theft from Vehicle",7,17,11,-123.120506527607,49.2796446285871,"Monday"
"Theft from Vehicle",7,23,1,-123.120506527607,49.2796446285871,"Sunday"
"Theft from Vehicle",9,3,0,-123.120506527607,49.2796446285871,"Sunday"
"Theft from Vehicle",9,24,10,-123.120506527607,49.2796446285871,"Sunday"
"Break and Enter Residential/Other",11,1,16,-123.060371101382,49.2499117277776,"Wednesday"
"Theft from Vehicle",9,1,18,-123.081157344337,49.2354664968795,"Friday"
"Theft from Vehicle",12,26,8,-123.102155029781,49.2792862213782,"Tuesday"
"Theft from Vehicle",11,26,2,-123.042493911393,49.2356904813032,"Sunday"
"Break and Enter Commercial",3,14,22,-123.185370142054,49.2354942524238,"Tuesday"
"Theft from Vehicle",3,9,19,-123.10156288923,49.2344913757668,"Thursday"
"Theft from Vehicle",12,17,12,-123.102155029781,49.2792862213782,"Sunday"
"Break and Enter Residential/Other",6,3,3,-123.090068597242,49.2495428380491,"Saturday"
"Theft from Vehicle",9,1,18,-123.10093145013,49.2354498334093,"Friday"
"Theft of Vehicle",6,26,16,-123.121771504949,49.2840254833862,"Monday"
"Theft from Vehicle",12,12,12,-123.075508964045,49.2352347413119,"Tuesday"
"Theft from Vehicle",11,24,16,-123.099394490758,49.238145692441,"Friday"
"Theft from Vehicle",12,15,21,-123.102155029781,49.2792862213782,"Friday"
"Theft from Vehicle",3,1,21,-123.076907742762,49.2353897062346,"Wednesday"
"Theft from Vehicle",9,17,21,-123.039504700249,49.2356052777472,"Sunday"
"Theft from Vehicle",11,9,23,-123.034547616623,49.2354014150661,"Thursday"
"Theft from Vehicle",12,8,14,-123.102155029781,49.2792862213782,"Friday"
"Theft from Vehicle",12,7,6,-123.102155029781,49.2792862213782,"Thursday"
"Theft from Vehicle",3,17,8,-123.10713854251,49.2819787327589,"Friday"
"Theft from Vehicle",3,7,18,-123.10713854251,49.2819787327589,"Tuesday"
"Theft from Vehicle",2,2,4,-123.10713854251,49.2819787327589,"Thursday"
"Mischief",3,31,2,-123.106396887431,49.2837706273984,"Friday"
"Mischief",4,23,19,-123.106396887431,49.2837706273984,"Sunday"
"Mischief",9,7,15,-123.106396887431,49.2837706273984,"Thursday"
"Mischief",12,1,14,-123.106396887431,49.2837706273984,"Friday"
"Theft of Vehicle",5,6,23,-123.126006985984,49.2811563382253,"Saturday"
"Break and Enter Residential/Other",11,14,8,-123.145676886379,49.2507623461987,"Tuesday"
"Theft of Vehicle",6,15,9,-123.131671209624,49.2828528998861,"Thursday"
"Theft of Vehicle",10,28,10,-123.141538937055,49.29123255962,"Saturday"
"Theft from Vehicle",12,29,12,-123.100634285479,49.2689615282719,"Friday"
"Theft from Vehicle",9,21,20,-123.114856188901,49.2859719231814,"Thursday"
"Theft from Vehicle",1,11,14,-123.120449551279,49.279565530395,"Wednesday"
"Theft from Vehicle",1,26,9,-123.120417704356,49.2795864324092,"Thursday"
"Theft from Vehicle",2,13,0,-123.120417704356,49.2795864324092,"Monday"
"Theft from Vehicle",2,13,18,-123.120417704356,49.2795864324092,"Monday"
"Theft from Vehicle",3,1,8,-123.120417704356,49.2795864324092,"Wednesday"
"Theft from Vehicle",5,21,14,-123.120417704356,49.2795864324092,"Sunday"
"Break and Enter Residential/Other",4,20,6,-123.188697112012,49.2499298300125,"Thursday"
"Mischief",4,3,10,-123.106358594464,49.2838671808717,"Monday"
"Theft from Vehicle",5,31,19,-123.047628153739,49.2352091218673,"Wednesday"
"Theft of Vehicle",9,18,7,-123.127183465992,49.2804895858856,"Monday"
"Theft from Vehicle",10,13,21,-123.124039742336,49.2799093060328,"Friday"
"Theft of Vehicle",6,4,14,-123.138586654532,49.2893413062747,"Sunday"
"Theft from Vehicle",11,7,21,-123.101289773484,49.2444172371636,"Tuesday"
"Break and Enter Commercial",1,4,1,-123.185378212284,49.2351546686032,"Wednesday"
"Theft from Vehicle",4,10,17,-123.068701936654,49.2354903172638,"Monday"
"Theft from Vehicle",4,11,22,-123.035748572959,49.2357110259158,"Tuesday"
"Theft of Vehicle",3,5,8,-123.127888277074,49.2544915978662,"Sunday"
"Theft from Vehicle",3,5,1,-123.036311089565,49.2351372235064,"Sunday"
"Theft from Vehicle",10,7,15,-123.124039742336,49.2799093060328,"Saturday"
"Theft from Vehicle",11,10,15,-123.036714643964,49.2347255633216,"Friday"
"Theft from Vehicle",3,16,6,-123.123430219345,49.2815528384002,"Thursday"
"Theft from Vehicle",4,8,19,-123.123430219345,49.2815528384002,"Saturday"
"Theft from Vehicle",9,22,9,-123.123430219345,49.2815528384002,"Friday"
"Theft from Vehicle",1,7,19,-123.099202927869,49.2492944636433,"Saturday"
"Mischief",1,4,19,-123.122046672036,49.2785191540207,"Wednesday"
"Theft of Vehicle",7,23,23,-123.085264354488,49.2226037360598,"Sunday"
"Theft from Vehicle",12,10,14,-123.100935944639,49.2493171597324,"Sunday"
"Mischief",3,2,16,-123.122014552597,49.2785405065261,"Thursday"
"Theft from Vehicle",8,14,12,-123.127047048907,49.2971241394827,"Monday"
"Theft from Vehicle",4,13,17,-123.099113215074,49.2759974428501,"Thursday"
"Theft from Vehicle",4,14,10,-123.099113215074,49.2759974428501,"Friday"
"Theft from Vehicle",8,31,21,-123.161190722584,49.2373527786759,"Thursday"
"Theft from Vehicle",9,17,9,-123.100935944639,49.2493171597324,"Sunday"
"Theft from Vehicle",4,14,1,-123.100935944639,49.2493171597324,"Friday"
"Mischief",7,10,14,-123.122014552597,49.2785405065261,"Monday"
"Theft from Vehicle",10,11,19,-123.071376991515,49.2350723053549,"Wednesday"
"Theft from Vehicle",12,14,19,-123.113202987014,49.2370278306984,"Thursday"
"Break and Enter Commercial",3,5,6,-123.131690987825,49.2080869079578,"Sunday"
"Break and Enter Residential/Other",12,20,15,-123.190705338039,49.2364802635021,"Wednesday"
"Break and Enter Residential/Other",7,28,15,-123.190705338039,49.2364802635021,"Friday"
"Mischief",1,7,19,-123.108768421549,49.2842856419598,"Saturday"
"Mischief",11,20,4,-123.108768421549,49.2842856419598,"Monday"
"Theft from Vehicle",1,3,14,-123.083812685002,49.2698097089169,"Tuesday"
